title,type,genres1,genres2,genres3,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries1
Waraqat Shafrah,movie,Adventure, Comedy, Fantasy,2008,tt1972828,6,542,AD
Hereditary,movie,Drama, Horror, Mystery,2018,tt7784604,7.3,400218,AG
All Together Now,movie,Adventure, Animation, Comedy,2017,tt7665180,6.9,29,AD
Milada,movie,Biography, Drama, History,2017,tt4554212,6.3,1469,HR
La Leyenda del Charro Negro,movie,Adventure, Animation, Fantasy,2018,tt6772418,6.9,341,AG
Namiya,movie,Drama, Family, Fantasy,2017,tt7645502,5.1,685,KR
Rajma Chawal,movie,Comedy, Drama, Family,2018,tt6747420,5.7,1984,AD
Red Joan,movie,Biography, Drama, History,2018,tt7615302,6.4,14760,AU
Benji,movie,Crime, Drama, Family,2018,tt1799516,6.3,5613,AD
Beyond: An African Surf Documentary,movie,Adventure, Documentary, Sport,2017,tt7583464,7.5,85,AT
Birds of Prey,movie,Action, Comedy, Crime,2020,tt7713068,6.1,269733,AD
Doraemon the Movie: Nobita's Treasure Island,movie,Adventure, Animation, Comedy,2018,tt8098546,6.6,1245,JP
Mr. Moll and the Chocolate Factory,movie,Adventure, Comedy, Family,2017,tt5964694,5.7,245,CH
Zero,movie,Comedy, Drama, Romance,2018,tt6527426,5.2,30805,AD
BuyBust,movie,Action, Crime, Thriller,2018,tt5938084,5.7,2152,AD
Sanju,movie,Biography, Comedy, Drama,2018,tt6452574,7.6,62892,AD
"Miraculous: Ladybug & Cat Noir, the Movie",movie,Action, Adventure, Animation,2023,tt10364034,6.1,7032,AE
My Dead Ones,movie,Crime, Drama, Horror,2018,tt5230380,5.8,673,BR
Atlantics,movie,Drama, Fantasy, Mystery,2019,tt10199586,6.7,10689,AE
Pure Devilry,movie,Comedy, Family, Fantasy,2018,tt6771402,5.3,115,CZ
The Drug King,movie,Action, Crime, Drama,2018,tt6914542,6.2,3901,AD
Enola Holmes,movie,Action, Adventure, Crime,2020,tt7846844,6.6,226700,AD
Beyond the Edge,movie,Action, Adventure, Fantasy,2018,tt5629524,4.5,3574,MD
A Better Tomorrow 2018,movie,Action, Crime, Drama,2018,tt5846644,4.9,552,KR
The New Romantic,movie,Comedy, Drama, Romance,2018,tt7456534,5.8,2444,CA
The Resistance Banker,movie,Biography, Drama, War,2018,tt4610378,6.9,10886,AD
Monster Hunt 2,movie,Adventure, Comedy, Fantasy,2018,tt6170484,5.4,2085,HK
Women of Mafia,movie,Action, Crime, Drama,2018,tt7372728,4.8,1840,PL
Gurrumul,movie,Biography, Documentary, Music,2017,tt7737502,7.9,295,AU
Duck Butter,movie,Comedy, Drama, Romance,2018,tt6958014,5.2,4734,AD
Mortal World,movie,Action, Comedy, Crime,2018,tt7748244,7.6,32496,TR
Dienstbereit - Nazis und Faschisten im Auftrag der CIA,movie,Documentary, History, War,2013,tt4758818,6.2,205,AT
Dora and the Lost City of Gold,movie,Action, Adventure, Comedy,2019,tt7547410,6.1,35950,AE
Dark Buildings (A Crack in the Wall),movie,Drama, Mystery, Thriller,2018,tt6445278,5.8,458,AD
The Princess and the Matchmaker,movie,Comedy, History, Romance,2018,tt5961314,6.3,764,KR
SuperFly,movie,Action, Crime, Thriller,2018,tt7690670,5.3,7766,AD
Upgrade,movie,Action, Sci-Fi, Thriller,2018,tt6499752,7.5,215256,US
The Highwaymen,movie,Biography, Crime, Drama,2019,tt1860242,6.9,106670,AD
Golden Slumber,movie,Action, Crime, Drama,2018,tt6485776,5.9,1040,KR
Awe!,movie,Drama, Fantasy, Horror,2018,tt7797658,7.6,6089,AG
Miss Bala,movie,Action, Crime, Drama,2019,tt5941692,5.8,13253,AD
211,movie,Action, Drama, Horror,2018,tt4976192,4.4,9803,AE
A Score to Settle,movie,Action, Crime, Drama,2019,tt3758162,4.8,7268,AG
A Journal for Jordan,movie,Drama, Romance, War,2021,tt0995854,6,3019,AE
The Mitchells vs. the Machines,movie,Adventure, Animation, Comedy,2021,tt7979580,7.6,130955,AD
Eternal Beauty,movie,Comedy, Drama, Romance,2019,tt5362940,6.3,2444,FJ
Till The End Of The World,movie,Adventure, Drama, Romance,2018,tt7962598,6.6,437,TW
How the Beatles Changed the World,movie,Documentary, History, Music,2017,tt6170130,6.9,1570,AT
Escape from Pretoria,movie,Action, Biography, Crime,2020,tt5797184,6.8,45287,CA
Book Club,movie,Comedy, Drama, Romance,2018,tt6857166,6.1,33120,PH
Little Monsters,movie,Comedy, Horror, Sci-Fi,2019,tt7390588,6.3,19951,TW
Student of the Year 2,movie,Action, Comedy, Drama,2019,tt7255568,2.2,22956,AD
Hidden Man,movie,Action, Crime, Drama,2018,tt8434380,6.4,2658,TW
Dragon Ball Super: Broly,movie,Action, Adventure, Animation,2018,tt7961060,7.7,33009,JP
Yowis Band,movie,Comedy, Drama, Musical,2018,tt8024712,7.3,3438,ID
#FriendsButMarried,movie,Biography, Comedy, Drama,2018,tt8076266,6.7,819,AD
She Came to Me,movie,Comedy, Drama, Music,2023,tt6689014,6,7104,NZ
Jaal,movie,Action, Drama, Thriller,1986,tt0239495,5.1,166,AE
Second Act,movie,Comedy, Drama, Romance,2018,tt2126357,5.8,30965,AT
The Haunting of Sharon Tate,movie,Drama, Horror, Thriller,2019,tt7976208,2.9,4516,AG
Army of the Dead,movie,Action, Crime, Drama,2021,tt0993840,5.8,192284,AD
Big Brother,movie,Action, Comedy, Drama,2018,tt7336572,6.3,3684,TW
The Mule,movie,Crime, Drama, Thriller,2018,tt7959026,7,156587,AD
The House Without a Window,movie,Drama, Family, Fantasy,2011,tt1930467,7.2,82,ID
I Want to Eat Your Pancreas,movie,Animation, Drama, Family,2018,tt7236034,8,26847,IT
Rocketman,movie,Biography, Drama, Music,2019,tt2066051,7.3,199622,JP
The King,movie,Biography, Drama, History,2019,tt7984766,7.3,158424,AD
Unfriended: Dark Web,movie,Horror, Mystery, Thriller,2018,tt4761916,6,39770,AL
Plan B,movie,Comedy, Drama, Romance,2018,tt6751106,5.8,384,PL
The Last Thing He Wanted,movie,Crime, Drama, Mystery,2020,tt7456312,4.4,16950,AD
My Hero Academia: Two Heroes,movie,Action, Adventure, Animation,2018,tt7745068,7.3,13233,AD
Wounds,movie,Drama, Horror, Mystery,2019,tt5913798,4.1,22275,AD
Detective Chinatown 2,movie,Action, Comedy, Mystery,2018,tt7752454,6.1,3251,MY
La Bolduc,movie,Biography, Drama, Music,2018,tt6768558,7,491,CA
I Am Mother,movie,Drama, Mystery, Sci-Fi,2019,tt6292852,6.7,101259,AD
Kannum Kannum Kollaiyadithaal,movie,Comedy, Drama, Romance,2020,tt8042292,7.6,8132,AD
The World to Come,movie,Drama, History, Western,2020,tt9738716,6.4,11624,FJ
Comic Sans,movie,Comedy, Drama, Romance,2018,tt7640198,6.9,1271,BA
My Grandpa Is an Alien,movie,Adventure, Family, Fantasy,2019,tt7662644,5.6,605,HR
Harriet,movie,Action, Biography, Drama,2019,tt4648786,6.7,31517,US
The Lucky Specials,movie,Drama, Music, Musical,2017,tt6223432,5.4,12,CI
Detective Dee: The Four Heavenly Kings,movie,Action, Adventure, Drama,2018,tt6869538,6.3,3114,KR
Five Nights at Freddy's,movie,Horror, Mystery, Thriller,2023,tt4589218,5.4,106006,AU
Candy Jar,movie,Comedy, Drama, Romance,2018,tt6744044,5.8,5662,AD
Whitney,movie,Biography, Documentary, Drama,2018,tt5740866,7.3,7985,US
Zion,movie,Biography, Documentary, Short,2018,tt7820962,7.1,1458,AD
Natsume's Book of Friends the Movie: Ephemeral Bond,movie,Animation, Drama, Fantasy,2018,tt9081300,7.1,666,JP
Sea Fever,movie,Drama, Horror, Mystery,2019,tt2716382,5.7,14727,AE
Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,movie,Action, Adventure, Animation,2018,tt7994070,6.2,474,JP
The Seven Deadly Sins: Prisoners of the Sky,movie,Action, Adventure, Animation,2018,tt9089294,7,5694,AD
Bring Me Home,movie,Drama, Mystery, Thriller,2019,tt8123618,6.4,1478,KR
Spoiler Alert,movie,Comedy, Drama, Romance,2022,tt7775720,7.3,7793,AD
The Warning,movie,Crime, Drama, Fantasy,2018,tt3711510,5.9,6959,AD
Plus One,movie,Comedy, Drama, Romance,2019,tt7645122,6.6,17179,CA
Penguin Highway,movie,Adventure, Animation, Family,2018,tt8076344,7.1,4035,AD
A Dog's Way Home,movie,Adventure, Drama, Family,2019,tt7616798,6.7,20637,AG
The Eight Hundred,movie,Action, Drama, History,2020,tt7294150,6.7,7557,TH
Klaus,movie,Adventure, Animation, Comedy,2019,tt4729430,8.2,196546,AD
The Vanished,movie,Crime, Mystery, Thriller,2018,tt6955298,6.6,1674,KR
Mr. Jones,movie,Biography, Drama, Thriller,2019,tt6828390,6.9,16901,AE
Alone,movie,Drama, Mystery, Thriller,2020,tt7711170,6.2,31356,AU
The Queen's Corgi,movie,Animation, Comedy, Family,2019,tt6563576,4.9,8009,KR
Seberg,movie,Biography, Drama, Thriller,2019,tt1780967,6,10609,HR
Simonal,movie,Biography, Drama, Music,2018,tt6145054,6.8,538,BR
Buñuel in the Labyrinth of the Turtles,movie,Animation, Biography, Drama,2018,tt7336470,7.1,2491,ES
Villains,movie,Comedy, Drama, Horror,2019,tt6378710,6.2,20237,AE
The Good Liar,movie,Crime, Drama, Mystery,2019,tt5563334,6.7,49492,AD
Wonderlus,movie,Comedy, Drama, Romance,2017,tt7385530,6.7,153,TZ
Family Blood,movie,Drama, Horror, Thriller,2018,tt7895904,4.2,3475,AD
Kruty 1918,movie,Action, Drama, History,2019,tt8009354,5.9,1173,UA
Alex Strangelove,movie,Comedy, Drama, Romance,2018,tt5688996,6.3,19812,AD
Wendell & Wild,movie,Adventure, Animation, Comedy,2022,tt5181830,6.4,13579,AD
Partikelir,movie,Action, Comedy, Crime,2018,tt8060288,5.4,183,ID
Crawl,movie,Action, Adventure, Horror,2019,tt8364368,6.1,96641,AG
There's Someone Inside Your House,movie,Horror, Mystery, Thriller,2021,tt8150814,4.9,20492,AD
Red Notice,movie,Action, Comedy, Thriller,2021,tt7991608,6.3,328798,AD
Jumanji: The Next Level,movie,Action, Adventure, Comedy,2019,tt7975244,6.7,293936,AD
"Mori, the Artist's Habitat",movie,Biography, Comedy, Drama,2018,tt7408776,6.8,490,KR
Backtrace,movie,Action, Crime, Drama,2018,tt3588588,3.8,5541,AE
Pitbull: Last Dog,movie,Action, Crime, Drama,2018,tt7874378,6.2,2023,PL
Wine Country,movie,Adventure, Comedy, Drama,2019,tt8169446,5.5,23343,AD
Rezo,movie,Animation, Biography, Comedy,2018,tt7526492,8,311,MD
Perdida,movie,Crime, Drama, Mystery,2018,tt7841496,5.6,5410,AD
Boss Level,movie,Action, Adventure, Comedy,2020,tt7638348,6.8,81768,AG
Flavors of Youth,movie,Animation, Drama, Romance,2018,tt8176578,6.6,8925,AD
Earthquake Bird,movie,Crime, Drama, Mystery,2019,tt8178486,6,15978,AD
One Cut of the Dead,movie,Comedy, Drama, Horror,2017,tt7914416,7.6,31533,TH
Think Like a Dog,movie,Comedy, Drama, Family,2020,tt5929654,5.2,2370,AG
Lost in Vagueness,movie,Documentary, Drama, Music,2018,tt7203810,6.3,61,AT
First Year Con,movie,Comedy, Drama, Romance,2004,tt0404397,3.8,543,AD
Haramiyyah fi Tayland,movie,Comedy, Drama, Family,2003,tt0385738,5.8,1301,AE
A Twelve-Year Night,movie,Adventure, Biography, Crime,2018,tt6792282,7.5,11193,AD
Modest Heroes,movie,Adventure, Animation, Family,2018,tt8223844,6.6,3262,AD
Murder Mystery,movie,Crime, Mystery, Romance,2019,tt1618434,6.1,174337,AD
The Fall of the American Empire,movie,Comedy, Crime, Drama,2018,tt7231342,6.9,4341,CA
Yesterday,movie,Comedy, Fantasy, Music,2019,tt8079248,6.8,172523,AD
Armed to the Teeth,movie,Crime, Documentary, Thriller,2018,tt7609436,7.9,755,NG
Semper Fi,movie,Action, Drama, Thriller,2019,tt7042838,6.2,4149,AU
I Am Not an Easy Man,movie,Comedy, Fantasy, Romance,2018,tt6857988,6.3,15914,AD
Snatch Up,movie,Action, Comedy, Crime,2018,tt10452996,6.3,209,KR
Miss Granny,movie,Comedy, Drama, Fantasy,2018,tt8368032,7,1876,PH
Superjuffie,movie,Adventure, Family, Fantasy,2018,tt4600558,6,237,AT
Hatching,movie,Drama, Fantasy, Horror,2022,tt12519030,6.2,16299,AG
The Laundromat,movie,Comedy, Crime, Drama,2019,tt5865326,6.3,55560,AD
Along With the Gods: The Last 49 Days,movie,Action, Adventure, Drama,2018,tt8116428,7.1,9569,AE
Leprechaun Returns,movie,Comedy, Fantasy, Horror,2018,tt8155182,5,6023,AT
Garasi,movie,Drama, Music, Romance,2006,tt0780023,6.3,89,ID
Shéhérazade,movie,Drama, Romance, Thriller,2018,tt8459250,7.1,2730,AD
Solo,movie,Adventure, Biography, Drama,2018,tt6699860,5,3324,AD
Warriors of Future,movie,Action, Adventure, Sci-Fi,2022,tt7375466,5.6,7647,AD
Believer,movie,Action, Crime, Thriller,2018,tt7095654,6.6,4944,AD
Miss Fisher & the Crypt of Tears,movie,Adventure, Drama, Mystery,2020,tt9010738,6.1,5033,AU
The Trouble with You,movie,Comedy, Crime, Drama,2018,tt7534068,6.2,4187,AD
Gintama 2: Rules are Made to be Broken,movie,Action, Adventure, Comedy,2018,tt7639528,6.4,1231,JP
The Accused,movie,Crime, Drama, Thriller,2018,tt7952000,6,2562,AD
Bodies Bodies Bodies,movie,Comedy, Horror, Mystery,2022,tt8110652,6.2,79403,AL
Nigerian Prince,movie,Crime, Drama, Thriller,2018,tt6851966,5.9,473,AD
King of Thieves,movie,Biography, Crime, Drama,2018,tt5789976,5.5,16768,BM
Nisekoi: False Love,movie,Comedy, Drama, Romance,2018,tt8319778,6,440,JP
After the Rain,movie,Drama, Romance, Sport,2018,tt7637350,6.7,1615,KR
The Woman in the Window,movie,Crime, Drama, Mystery,2021,tt6111574,5.7,84971,AD
Chicken Run: Dawn of the Nugget,movie,Adventure, Animation, Comedy,2023,tt8337264,6.4,24990,AD
50 First Kisses,movie,Comedy, Drama, Romance,2017,tt6916872,6.3,830,JP
Annabelle Comes Home,movie,Horror, Mystery, Thriller,2019,tt8350360,5.9,90448,AD
Okko's Inn,movie,Adventure, Animation, Drama,2018,tt8328740,7.1,2412,SG
Cam,movie,Drama, Horror, Mystery,2018,tt8361028,5.9,37034,AD
Crossroads: One Two Jaga,movie,Action, Crime, Drama,2018,tt6603812,6.5,714,AD
Just Mercy,movie,Biography, Crime, Drama,2019,tt4916630,7.6,77723,AD
The Courier,movie,Drama, History, Mystery,2020,tt8368512,7.2,76514,AU
Eerie,movie,Horror, Mystery, Thriller,2018,tt8723216,4.7,2879,AD
The Scorpion King: Book of Souls,movie,Action, Adventure, Fantasy,2018,tt7338690,4.6,3658,PS
High Ground,movie,Action, Drama, Thriller,2020,tt9286908,6.5,2692,AU
Peter Rabbit 2: The Runaway,movie,Adventure, Animation, Comedy,2021,tt8376234,6.2,15210,AG
A Dog's Journey,movie,Adventure, Comedy, Drama,2019,tt8385474,7.4,29857,AD
Finke: There and Back,movie,Action, Adventure, Documentary,2018,tt8286136,7.3,136,AU
The Accidental Detective 2: In Action,movie,Action, Comedy, Crime,2018,tt7022500,6.5,913,ID
Hitman's Wife's Bodyguard,movie,Action, Comedy, Crime,2021,tt8385148,6.1,111349,AU
Rambo: Last Blood,movie,Action, Crime, Thriller,2019,tt1206885,6.1,112434,AE
Running with the Devil,movie,Crime, Drama, Thriller,2019,tt5792656,5.4,10713,AG
Dragon Rider,movie,Adventure, Animation, Comedy,2020,tt7080422,5.7,2194,AG
Checkered Ninja,movie,Action, Adventure, Animation,2018,tt7367960,7.1,6611,DK
Monstrum,movie,Action, Fantasy, Horror,2018,tt4374286,6.1,2859,KR
Maestro,movie,Biography, Drama, History,2023,tt5535276,6.5,64808,AD
Next Gen,movie,Action, Adventure, Animation,2018,tt7133686,6.6,19925,AD
Dear Ex,movie,Comedy, Drama, Romance,2018,tt8443704,7.3,7584,AD
I See You,movie,Drama, Horror, Mystery,2019,tt6079516,6.8,69293,KR
May the Devil Take You,movie,Horror, Mystery, Thriller,2018,tt8765496,5.9,5233,AD
Kafir: A Deal with the Devil,movie,Drama, Horror, Mystery,2018,tt8517144,6.5,775,ID
A Christmas Prince: The Royal Wedding,movie,Comedy, Drama, Romance,2018,tt8709036,5.3,12117,AD
The Bouncer,movie,Action, Drama, Thriller,2018,tt7816392,5.9,6877,AD
Dynasty Warriors,movie,Action, Adventure, Fantasy,2021,tt7587604,4.7,2612,AD
Before the Night,movie,Biography, Crime, Drama,2018,tt7066896,6.7,369,AL
The Night Clerk,movie,Crime, Drama, Mystery,2020,tt7979142,5.6,19350,PH
Look Away,movie,Drama, Fantasy, Horror,2018,tt5834760,5.8,22891,GB
Kulari ke Pantai,movie,Adventure, Comedy, Family,2018,tt8066076,7.5,289,ID
Café Funiculi Funicula,movie,Adventure, Drama, Fantasy,2018,tt8315128,6.7,1344,JP
Morbius,movie,Action, Adventure, Horror,2022,tt5108870,5.1,158919,AU
Most Wanted,movie,Crime, Drama, History,2020,tt1656177,6.2,5793,LV
Come Away,movie,Adventure, Drama, Fantasy,2020,tt5714470,5.7,5945,AG
The Christmas Chronicles,movie,Adventure, Comedy, Family,2018,tt2990140,7,84506,AD
Overcomer,movie,Drama, Family, Sport,2019,tt8186318,6.7,5916,AU
Müslüm,movie,Biography, Drama, Music,2018,tt7832124,7.6,20676,TR
What Did Jack Do?,movie,Comedy, Crime, Drama,2017,tt11644096,6.4,15162,AD
Dolemite Is My Name,movie,Biography, Comedy, Drama,2019,tt8526872,7.2,65876,AD
The Photographer of Mauthausen,movie,Biography, Drama, History,2018,tt6704776,6.7,12919,AD
Major Grom: Plague Doctor,movie,Action, Comedy, Crime,2021,tt7601480,6.3,14090,AD
The Croods: A New Age,movie,Adventure, Animation, Comedy,2020,tt2850386,6.9,55178,AD
Gun City,movie,Action, Adventure, Crime,2018,tt7104984,6.3,4385,AD
Mirage,movie,Drama, Fantasy, Mystery,2018,tt6908274,7.4,66253,AE
The Witness,movie,Crime, Mystery, Thriller,2018,tt8865562,6.5,2580,KR
Pachamama,movie,Adventure, Animation, Family,2018,tt5541002,6.8,1026,AD
The Perfection,movie,Drama, Horror, Music,2018,tt7772580,6.2,50672,AD
The Witch: Part 1 - The Subversion,movie,Action, Mystery, Sci-Fi,2018,tt8574252,7.1,18729,TW
Bad Hair,movie,Comedy, Horror, Music,2020,tt4798836,5.6,4472,KR
Midsommar,movie,Drama, Horror, Mystery,2019,tt8772262,7.1,427989,ES
1917,movie,Action, Drama, History,2019,tt8579674,8.2,701568,AD
I Am Woman,movie,Biography, Drama, Music,2019,tt9185316,6.6,3021,CA
Rim of the World,movie,Action, Adventure, Comedy,2019,tt8179388,5.3,25802,AD
Brightburn,movie,Drama, Horror, Mystery,2019,tt7752126,6.1,110938,AD
Project Gutenberg,movie,Action, Crime, Mystery,2018,tt7183578,6.8,5263,TW
Holiday in the Wild,movie,Comedy, Drama, Romance,2019,tt8510488,6.2,17640,AD
Jerk à Istanbul,movie,Adventure, Drama, Thriller,1967,tt0238330,4.7,113,BG
The Tax Collector,movie,Action, Crime, Drama,2020,tt8461224,4.8,15775,CA
Point Blank,movie,Action, Crime, Drama,2019,tt2499472,5.7,15969,AD
The Outpost,movie,Action, Drama, History,2019,tt3833480,6.8,42473,BE
El-Badlah,movie,Action, Comedy, Drama,2018,tt8805486,5.3,2234,CI
Let's Dance,movie,Comedy, Drama, Family,2019,tt8599746,5.9,1659,AG
The Prodigy,movie,Fantasy, Horror, Mystery,2019,tt4504044,5.9,29400,TW
Firestarter,movie,Drama, Horror, Sci-Fi,2022,tt1798632,4.6,23814,AG
The Dig,movie,Biography, Drama, History,2021,tt3661210,7.1,84250,AD
The Shiny Shrimps,movie,Comedy, Drama, Sport,2019,tt6918220,6.5,3103,CA
Les femmes d'abord,movie,Action, Crime, Drama,1963,tt0055978,5.5,106,BG
Violet Evergarden: The Movie,movie,Animation, Drama, Fantasy,2020,tt8652818,8.3,11126,AD
Child's Play,movie,Drama, Horror, Sci-Fi,2019,tt8663516,5.7,57687,DZ
Kaatteri,movie,Adventure, Comedy, Horror,2022,tt7853250,4.3,494,AD
When Angels Sleep,movie,Adventure, Drama, Horror,2018,tt3732280,5.5,4165,AD
Vicious,movie,Drama, Horror, Mystery,2019,tt7330392,4.9,1016,BG
Here After,movie,Comedy, Fantasy, Romance,2020,tt7401840,5,1317,BR
Blinded by the Light,movie,Comedy, Drama, Music,2019,tt8266310,6.9,27686,FI
Koki-Koki Cilik,movie,Comedy, Drama, Family,2018,tt8517236,7.3,67,ID
The Wandering Earth,movie,Action, Adventure, Sci-Fi,2019,tt7605074,5.9,37158,AD
21 Bridges,movie,Action, Adventure, Crime,2019,tt8688634,6.6,76484,AL
Elisa & Marcela,movie,Biography, Drama, Romance,2019,tt6704898,6.6,6045,AD
The Haunted House: The Secret of the Cave,movie,Adventure, Animation, Comedy,2018,tt8714776,7.9,101,ID
The Great Battle,movie,Action, Drama, History,2018,tt6931414,7,6253,KR
Brian Banks,movie,Biography, Drama, Sport,2018,tt3920820,7.2,9863,AD
Hello Carbot the Movie: The Cretaceous Period,movie,Adventure, Animation, Sci-Fi,2018,tt8727860,6.5,16,KR
Godzilla: The Planet Eater,movie,Action, Adventure, Animation,2018,tt8478602,5.1,5134,AD
Hypnotic,movie,Action, Drama, Mystery,2023,tt8080204,5.5,39746,JP
M3GAN,movie,Horror, Sci-Fi, Thriller,2022,tt8760708,6.3,153180,AE
Queen & Slim,movie,Crime, Drama, Romance,2019,tt8722346,7.1,35193,HR
Cats,movie,Comedy, Drama, Family,2019,tt5697572,2.8,56745,HR
"tick, tick... BOOM!",movie,Biography, Comedy, Drama,2021,tt8721424,7.5,122118,AD
Rampant,movie,Action, Drama, History,2018,tt6927152,6.3,4957,KR
Stolen Identity,movie,Drama, Mystery, Thriller,2018,tt8531044,5.4,658,JP
Wuff,movie,Comedy, Drama, Romance,2018,tt7275816,5.2,390,AT
Pulang,movie,Adventure, Drama, Romance,2018,tt8595708,6.7,667,AD
Arrivederci Saigon,movie,Documentary, Music, War,2018,tt8759436,6.6,118,AL
Tel Aviv on Fire,movie,Comedy, Drama, Romance,2018,tt5791098,6.7,2640,AE
Long Live Brij Mohan,movie,Comedy, Crime, Drama,2017,tt6514010,6.5,3940,AD
Fantasy Island,movie,Fantasy, Horror, Mystery,2020,tt0983946,4.9,60254,AL
Zola,movie,Comedy, Crime, Drama,2020,tt5439812,6.4,18698,AG
Riding High,movie,Action, Comedy, Drama,1981,tt0226381,6.1,108,AT
Edge of Fear,movie,Action, Crime, Thriller,2018,tt7149916,4.5,3414,HR
DC League of Super-Pets,movie,Action, Adventure, Animation,2022,tt8912936,7.1,77310,AD
The Grizzlies,movie,Biography, Drama, Sport,2018,tt6365796,7.5,2779,CA
Ava,movie,Action, Crime, Drama,2020,tt8784956,5.5,64513,AR
Freaks,movie,Drama, Mystery, Sci-Fi,2018,tt8781414,6.7,42057,AU
City Hunter: Shinjuku Private Eyes,movie,Action, Animation, Comedy,2019,tt8161914,6.4,859,IT
On the Run,movie,Crime, Drama, Thriller,2018,tt8612792,4.5,184,AT
App War,movie,Comedy, Drama, Romance,2018,tt8733014,6.9,698,TH
Vlad the Impaler,movie,Action, History, War,2018,tt8748608,5.1,3593,AE
The Last Runway,movie,Action, Crime, Drama,2018,tt7606620,5.8,845,AD
Hustlers,movie,Comedy, Crime, Drama,2019,tt5503686,6.3,109211,GB
The Good Nurse,movie,Biography, Crime, Drama,2022,tt4273800,6.8,82573,AD
Kajillionaire,movie,Comedy, Crime, Drama,2020,tt8143990,6.4,22691,AD
Cities of Last Things,movie,Crime, Drama, Sci-Fi,2018,tt4397342,6.3,2212,AD
Mard Ko Dard Nahin Hota,movie,Action, Comedy, Drama,2018,tt8055888,7.3,9246,AD
Passing,movie,Drama, Mystery, Thriller,2021,tt8893974,6.6,16848,AD
One Piece - Episode of East Blue: Luffy and His Four Friends' Great Adventure,movie,Action, Adventure, Animation,2017,tt11757066,7.2,524,AR
Sons of Adam,movie,Crime, Drama, Mystery,2018,tt8884336,5.3,692,CI
Gretel & Hansel,movie,Fantasy, Horror, Mystery,2020,tt9086228,5.5,35844,TW
The Negotiation,movie,Action, Crime, Thriller,2018,tt6904272,6.7,4140,KR
Twin Murders: The Silence of the White City,movie,Crime, Drama, Mystery,2019,tt8393332,5.4,6364,AD
They Shall Not Grow Old,movie,Documentary, History, War,2018,tt7905466,8.2,39058,CH
The Hows of Us,movie,Comedy, Drama, Romance,2018,tt8769032,6.8,3002,PH
High Society,movie,Crime, Drama, Romance,2018,tt8865580,5.6,1358,AD
Coconut the Little Dragon 2: Into the Jungle,movie,Adventure, Animation, Comedy,2019,tt9310460,4.7,166,KR
The Clovehitch Killer,movie,Crime, Drama, Horror,2018,tt6269368,6.5,36544,AG
Hantu Kak Limah,movie,Comedy, Fantasy, Horror,2018,tt8757960,5.6,745,AG
Munafik 2,movie,Horror, Mystery, Thriller,2018,tt7059506,5.6,1911,ID
Dark Figure of Crime,movie,Crime, Drama, Thriller,2018,tt8119680,6.7,2546,JP
Miss Baek,movie,Crime, Drama, Thriller,2018,tt6479534,6.8,1310,JP
Doris,movie,Comedy, Drama, Romance,2018,tt7469204,6.1,741,AT
The Butler,movie,Drama, History, Romance,2018,tt6712374,6.3,996,PL
The Nest,movie,Drama, Romance, Thriller,2020,tt8338762,6.3,19399,AU
Bundy and the Green River Killer,movie,Crime, Drama, Thriller,2019,tt8549254,3.4,1339,AT
Po cem muzi touzí,movie,Comedy, Fantasy, Romance,2018,tt8085890,6,490,CZ
Back to Q82,movie,Action, Adventure, Comedy,2017,tt6225842,4.2,143,TZ
Proigrannoe mesto,movie,Drama, Horror, Thriller,2018,tt8755426,3.1,158,MD
Extraction,movie,Action, Crime, Thriller,2020,tt8936646,6.8,271059,AD
Everything Everywhere All at Once,movie,Action, Adventure, Comedy,2022,tt6710474,7.8,556806,AD
One Piece: Episode of Skypiea,movie,Action, Adventure, Animation,2018,tt11744496,6.7,592,AR
Single Street,movie,Comedy, Drama, Romance,2019,tt9638668,6.1,1211,AT
Baantjer het begin,movie,Action, Crime, Drama,2019,tt8747308,6.7,1616,AT
Belok Kanan Barcelona,movie,Adventure, Comedy, Drama,2018,tt8856944,6.3,185,ID
The Rookies,movie,Action, Adventure, Comedy,2019,tt7773340,4,1155,KR
Run,movie,Drama, Horror, Mystery,2020,tt8633478,6.7,100496,AE
Paskal,movie,Action, Adventure, Drama,2018,tt9063106,6.5,3313,AD
Knives Out,movie,Comedy, Crime, Drama,2019,tt8946378,7.9,794668,AE
Nailed,movie,Comedy, Crime, Drama,2019,tt11448684,5.7,183,KR
We Summon the Darkness,movie,Horror, Music, Thriller,2019,tt8058874,5.2,12420,AE
Maggie,movie,Comedy, Drama, Mystery,2018,tt9000062,6.1,607,KR
The Shamer's Daughter 2: The Serpent Gift,movie,Adventure, Drama, Fantasy,2019,tt6814214,5.5,1033,DK
Sweetheart,movie,Comedy, Drama, Romance,2019,tt7682382,6.1,988,FR
Level 16,movie,Drama, Mystery, Thriller,2018,tt4006302,6.1,17000,KR
Color Out of Space,movie,Horror, Mystery, Sci-Fi,2019,tt5073642,6.2,59326,TH
I Am Jonas,movie,Drama, Mystery, Romance,2018,tt8168186,7,7156,CI
Last Christmas,movie,Comedy, Drama, Fantasy,2019,tt8623904,6.5,91858,AU
Synchronic,movie,Drama, Horror, Mystery,2019,tt9016974,6.2,42395,AD
Homestay,movie,Drama, Fantasy, Thriller,2018,tt9021140,7.1,1643,HK
