title,type,genres1,genres2,genres3,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries1
Osiecka,tv,Biography, Drama, Romance,2020,tt10782220,6.2,95,PL
The Saint's Magic Power Is Omnipotent,tv,Animation, Fantasy, Romance,2021,tt13049906,7.1,1343,JP
Pretend It's a City,tv,Biography, Comedy, Documentary,2021,tt13660958,8,8732,AD
Sonic Prime,tv,Action, Adventure, Animation,2022,tt13961348,7.2,3120,AD
Chi's Sweet Adventure,tv,Animation, Comedy, Family,2016,tt6356032,8.2,83,FR
50M²,tv,Comedy, Drama, Thriller,2021,tt11617848,6.8,6481,AD
"Hello, Me!",tv,Comedy, Drama, Fantasy,2021,tt13670090,7.2,1029,AD
Vikings: Valhalla,tv,Action, Adventure, Drama,2022,tt11311302,7.4,64206,AD
Mighty Little Bheem: Kite Festival,tv,Animation, Comedy, Family,2021,tt13711094,6.8,29,AD
Kid Cosmic,tv,Action, Adventure, Animation,2021,tt9248538,7.9,1805,AD
The Rebel Princess,tv,Drama, History, Romance,2021,tt13795432,8.1,515,KR
Doom at Your Service,tv,Drama, Fantasy, Romance,2021,tt13669128,7.9,8664,AE
Black Space,tv,Crime, Drama, Thriller,2020,tt13660638,6.7,2555,AD
Beyond Evil,tv,Drama, Mystery, Thriller,2021,tt13634872,8.1,5837,CV
Odd Taxi,tv,Animation, Comedy, Crime,2021,tt14134550,8.4,6254,JP
The Lincoln Lawyer,tv,Crime, Drama, Mystery,2022,tt13833978,7.8,72776,AD
Crime Scene: The Vanishing at the Cecil Hotel,tv,Crime, Documentary, Mystery,2021,tt13837672,6,20503,AD
Sky Rojo,tv,Action, Adventure, Crime,2021,tt8690776,6.6,11514,AD
Sacrificial Princess & the King of Beasts,tv,Animation, Drama, Fantasy,2023,tt21929436,7.1,410,HK
Pui Pui Molcar,tv,Animation, Comedy, Family,2021,tt14202738,8,591,AD
Vincenzo,tv,Action, Comedy, Crime,2021,tt13433812,8.4,31153,AD
Hell's Paradise: Jigokuraku,tv,Action, Adventure, Animation,2023,tt13911284,8.1,16130,AL
Yellowjackets,tv,Drama, Horror, Mystery,2021,tt11041332,7.8,92163,AG
Skull Island,tv,Action, Adventure, Animation,2023,tt13929756,6.6,2925,AD
The Strongest Sage with the Weakest Crest,tv,Adventure, Animation, Fantasy,2022,tt15441424,6.3,1335,KR
Lovers of the Red Sky,tv,Drama, Fantasy, Romance,2021,tt13776460,7.6,1541,JP
Summer Time Rendering,tv,Animation, Drama, Fantasy,2022,tt15686254,8.2,6845,JP
You Are My Hero,tv,Crime, Drama, Romance,2021,tt14196410,7.9,500,HK
The Duke of Death and His Maid,tv,Animation, Comedy, Drama,2021,tt13971512,7.2,948,HK
Colin in Black & White,tv,Biography, Drama, Sport,2021,tt12624928,6.2,8561,AD
Dealer,tv,Action, Crime, Drama,2021,tt13702252,6.2,825,AD
Thus Spoke Kishibe Rohan,tv,Action, Adventure, Animation,2019,tt13887556,7.5,1978,AD
My Heroic Husband,tv,Comedy, Drama, History,2021,tt12477660,7.3,239,KR
The Lost Pirate Kingdom,tv,Adventure, Documentary, Drama,2021,tt14057360,6.6,3556,AD
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,tv,Action, Animation, Fantasy,2021,tt14061838,7.3,3707,HK
Dota: Dragon's Blood,tv,Action, Adventure, Animation,2021,tt14069590,7.7,22337,AD
One Of Us Is Lying,tv,Crime, Drama, Mystery,2021,tt8354062,6.9,15830,AD
Bocchi the Rock!,tv,Animation, Comedy, Drama,2022,tt17158756,8.3,5394,HK
Feria: The Darkest Light,tv,Crime, Drama, Fantasy,2022,tt13323004,5.7,3143,AD
Country Comfort,tv,Comedy, Drama, Family,2021,tt11717394,6.8,4322,AD
The One,tv,Crime, Drama, Mystery,2021,tt13879466,6.6,14273,AD
Murder Among the Mormons,tv,Crime, Documentary, History,2021,tt13987620,7,7455,AD
Word of Honor,tv,Action, Drama, Fantasy,2021,tt12458172,8.4,4483,AG
Youth of May,tv,Drama, History, Romance,2021,tt14166666,8.3,2536,AE
The Eminence in Shadow,tv,Action, Adventure, Animation,2022,tt14115938,7.8,7932,HK
Snabba Cash,tv,Action, Crime, Drama,2021,tt10540276,7.6,12909,AD
The Devil Judge,tv,Crime, Drama, Mystery,2021,tt14169770,8.3,4817,AE
Law School,tv,Crime, Drama, Mystery,2021,tt13885336,8,3222,AD
Kayko and Kokosh,tv,Action, Adventure, Animation,2021,tt13979288,6.3,390,AD
City of Ghosts,tv,Adventure, Animation, Family,2021,tt10380896,7.7,473,AD
Spirit Rangers,tv,Action, Adventure, Animation,2022,tt13351446,6.7,247,AD
Zero,tv,Action, Comedy, Drama,2021,tt10619486,5.8,1556,AD
Revolutionary Sisters,tv,Comedy, Drama, Mystery,2021,tt14223138,6.2,65,AE
Let's Fight Ghost,tv,Fantasy, Horror, Romance,2021,tt14168868,6.7,169,AD
Spy x Family,tv,Action, Animation, Comedy,2022,tt13706018,8.3,44345,AD
The Greatest Demon Lord Is Reborn as a Typical Nobody,tv,Action, Adventure, Animation,2022,tt15447890,6.2,1598,HK
Who Killed Sara?,tv,Crime, Drama, Mystery,2021,tt11937816,6.4,16523,AD
Marnow Murders,tv,Crime, Drama, Mystery,2021,tt10598848,7.3,952,AT
Akuma Kun,tv,Adventure, Animation, Fantasy,2023,tt16270188,6.4,568,AD
This Is a Robbery: The World's Greatest Art Heist,tv,Crime, Documentary, History,2021,tt14223858,6.5,4907,AD
Zero Chill,tv,Comedy, Drama, Family,2021,tt12083014,5.7,1956,AD
The Tourist,tv,Action, Drama, Mystery,2022,tt11847842,7.1,31639,AG
Scarlet Nexus,tv,Action, Animation, Sci-Fi,2021,tt14271876,5.7,265,KR
Reign Supreme,tv,Biography, Drama, Music,2022,tt14302518,7.7,636,AE
Palace of Devotion,tv,Drama, History, Romance,2021,tt10742204,5.4,18,KR
I Can See You,tv,Action, Drama, Thriller,2020,tt13182018,6.8,29,PH
Yu Yu Hakusho,tv,Action, Adventure, Comedy,2023,tt13664452,7.2,8957,AD
Sell Your Haunted House,tv,Comedy, Fantasy, Horror,2021,tt14223310,7.6,1556,AE
Inside Man,tv,Crime, Drama, Mystery,2022,tt10948716,6.6,38092,AD
Takt Op. Destiny,tv,Action, Adventure, Animation,2021,tt14935960,6.8,2195,FJ
No Doubt in Us,tv,Animation, Comedy, Fantasy,2021,tt26596306,8.1,232,AG
2020,tv,Crime, Drama, Thriller,2021,tt13377006,7.7,670,AE
The Case Study of Vanitas,tv,Animation, Fantasy, Horror,2021,tt14641098,7.6,2903,JP
Mush-Mush & the Mushables,tv,Adventure, Animation, Comedy,2020,tt14734616,8,84,FR
The Long Ballad,tv,Action, Adventure, History,2021,tt14390970,8.2,1641,HK
The Mopes,tv,Comedy, Drama, Fantasy,2021,tt14564864,6,203,AT
Fuuto PI,tv,Action, Adventure, Animation,2022,tt14377292,6.8,263,JP
A Couple of Cuckoos,tv,Animation, Comedy, Romance,2022,tt14400866,6.7,1716,KR
The Sons of Sam: A Descent into Darkness,tv,Crime, Documentary, History,2021,tt13156316,7,10639,AD
Dead Places,tv,Adventure, Horror, Thriller,2021,tt13831266,6.2,1543,AE
Alnamous,tv,Crime, Drama, Mystery,2021,tt14933466,7.9,16,AE
Fatma,tv,Crime, Drama, Thriller,2021,tt11961378,7.4,9760,AD
Project: Anchor SPM,tv,Comedy, Crime, Drama,2021,tt14236118,6.6,199,MY
My Dress-Up Darling,tv,Animation, Comedy, Romance,2022,tt15765670,8,16180,FJ
The Sound of Magic,tv,Drama, Fantasy, Music,2022,tt14460684,7.5,5701,AD
Skeleton Knight in Another World,tv,Action, Adventure, Animation,2022,tt14476236,7,2034,HK
Castlevania: Nocturne,tv,Action, Adventure, Animation,2023,tt14833612,7.4,16125,AD
The Smurfs,tv,Adventure, Animation, Comedy,2021,tt14670820,6.4,503,AD
I Heart Arlo,tv,Adventure, Animation, Comedy,2021,tt13573450,6.8,289,AD
Florida Man,tv,Crime, Drama, Mystery,2023,tt14509130,6.7,12296,AD
Komi Can't Communicate,tv,Animation, Comedy, Drama,2021,tt14626352,7.7,10295,AD
Canta Comigo,tv,Game-Show, Music, Reality-TV,2018,tt10969830,6.9,24,BR
Rainbow High,tv,Adventure, Animation, Comedy,2020,tt13488080,5.7,261,AD
Hit & Run,tv,Action, Crime, Drama,2021,tt9073940,7,11394,AD
Miss the Dragon,tv,Drama, Fantasy, Romance,2021,tt12861036,7.4,512,KR
Gekijouban Yowamushi pedaru,tv,Animation, Comedy, Romance,2015,tt4982154,6.7,158,HK
Wo qin'ai de 'Xiao jiepi',tv,Comedy, Drama, Romance,2021,tt14747972,7.2,524,AG
The Unusual Suspects,tv,Comedy, Crime, Drama,2021,tt9270752,6.9,1303,AD
Mad for Each Other,tv,Comedy, Drama, Romance,2021,tt14596414,7.9,2991,AD
Racket Boys,tv,Comedy, Drama, Sport,2021,tt14482414,4.7,28240,AD
Transformers: BotBots,tv,Action, Adventure, Animation,2022,tt14202476,5.7,150,AD
Penguin Town,tv,Comedy, Documentary, Drama,2021,tt14677850,7.9,1066,AD
The Wonder Years,tv,Comedy, Drama, Family,2021,tt12682076,6.6,5710,US
The Midnight Club,tv,Drama, Horror, Mystery,2022,tt13444912,6.5,37223,AD
Generation 56K,tv,Comedy, Drama, Romance,2021,tt13524842,7.3,3019,AD
Somos.,tv,Crime, Drama, History,2021,tt14719590,7.1,1382,AD
Naomi Osaka,tv,Biography, Documentary, Sport,2021,tt11898920,6.3,1479,AD
Sophie: A Murder in West Cork,tv,Crime, Documentary, History,2021,tt14681732,6.8,6255,AD
Aoashi,tv,Animation, Comedy, Drama,2022,tt15792808,8.1,3276,JP
Elite Short Stories: Carla Samuel,tv,Drama, Romance, Short,2021,tt14675560,6.8,3074,AD
Elite Short Stories: Nadia Guzmán,tv,Drama, Romance, Short,2021,tt14671790,6.2,2134,AD
Elite Short Stories: Guzmán Caye Rebe,tv,Crime, Drama, Short,2021,tt14668192,7.4,2580,AD
You Are My Spring,tv,Drama, Romance, Thriller,2021,tt14169816,7.3,1020,AD
We the People,tv,Animation, Comedy, Family,2021,tt14770480,4.1,895,AG
Ray,tv,Crime, Drama, Thriller,2021,tt14160660,7.1,9634,AD
Cuba Libre,tv,Drama, History, Romance,2022,tt13299806,7.2,240,PT
A Female Student Arrives at the Imperial College,tv,Comedy, History, Romance,2021,tt15764778,7.2,312,KR
Ridley Jones,tv,Adventure, Animation, Comedy,2021,tt13351440,2,1443,AD
Who Rules the World,tv,Action, Drama, Fantasy,2022,tt14950036,8.2,2251,AG
Exception,tv,Animation, Drama, Horror,2022,tt14825954,6.5,1216,AD
Police University,tv,Comedy, Drama, Mystery,2021,tt14518136,7.1,1101,AE
Captain Laserhawk: A Blood Dragon Remix,tv,Action, Adventure, Animation,2023,tt14837566,7,3655,AD
The Girl in the Mirror,tv,Drama, Horror, Mystery,2022,tt13106334,6.3,2946,AD
Jaguar,tv,Action, Drama, History,2021,tt11698590,5.8,2317,AD
The Time It Takes,tv,Drama, Romance, Short,2021,tt13322938,7.1,2143,AD
Fanático,tv,Comedy, Drama, Music,2022,tt13322978,5.1,202,AD
Bloodhounds,tv,Action, Crime, Drama,2023,tt26315487,8.1,15052,AD
Solo Leveling,tv,Action, Adventure, Animation,2024,tt21209876,8.3,31655,HK
Sasaki and Miyano,tv,Animation, Comedy, Drama,2022,tt14980764,7.7,1971,FJ
Super Crooks,tv,Action, Adventure, Animation,2021,tt14272628,7.1,3480,AD
Elize Matsunaga: Once Upon a Crime,tv,Biography, Crime, Documentary,2021,tt14856998,5.9,2658,AD
How to Become a Tyrant,tv,Biography, Documentary, History,2021,tt14832996,7.4,11715,AD
Heist,tv,Crime, Documentary, Mystery,2021,tt14865290,6.8,2122,AD
Uncle from Another World,tv,Adventure, Animation, Comedy,2022,tt15219320,7.3,2697,AD
Johnny Test,tv,Action, Adventure, Animation,2021,tt15061770,6.2,562,AD
The Chestnut Man,tv,Crime, Drama, Mystery,2021,tt10834220,7.7,56827,AD
Welcome to Eden,tv,Action, Drama, Sci-Fi,2022,tt13457822,5.6,8153,AD
Santo,tv,Action, Crime, Drama,2022,tt14278524,5,1123,AD
Q-Force,tv,Action, Adventure, Animation,2021,tt10140028,6.7,6685,AD
Feels Like Ishq,tv,Comedy, Drama, Romance,2021,tt14163838,6.5,1730,AD
Hometown,tv,Horror, Mystery, Thriller,2021,tt14687370,6.1,445,AE
Aranyak,tv,Crime, Drama, Mystery,2021,tt14167344,7.8,11214,AD
Masameer County,tv,Animation, Comedy, Drama,2021,tt14936146,8,2628,AD
Too Hot to Handle: Brazil,tv,Game-Show, Reality-TV, Romance,2021,tt14902484,5.4,666,AD
Myth & Mogul: John DeLorean,tv,Biography, Crime, Documentary,2021,tt14968268,6.8,1378,AD
Hometown Cha-Cha-Cha,tv,Comedy, Drama, Romance,2021,tt14518756,8.3,22402,AD
Dark Winds,tv,Crime, Drama, Mystery,2022,tt15017118,7.7,20061,US
Parallel World Pharmacy,tv,Animation, Comedy, Drama,2022,tt18574004,7.1,1275,JP
Psychologist,tv,Drama, Romance, Thriller,2021,tt16238946,5.3,175,TW
Cocaine Cowboys: The Kings of Miami,tv,Crime, Documentary, History,2021,tt15049206,7.1,3313,AD
Be Yourself,tv,Comedy, Drama, Romance,2021,tt15056268,8.6,93,KR
Brand New Cherry Flavor,tv,Drama, Horror, Mystery,2021,tt11343600,7.1,19883,AD
How the Nazis Lost the War,tv,Documentary, History, War,2021,tt15169010,6.5,143,BM
Young Lady and Gentleman,tv,Comedy, Drama, Family,2021,tt15514606,6.4,668,AE
A Wonderful Sight,tv,Action, Comedy, Thriller,2021,tt14731794,7.1,1162,AD
One the Woman,tv,Comedy, Drama, Romance,2021,tt15007114,7.2,833,HK
Clickbait,tv,Crime, Drama, Mystery,2021,tt10888878,7.2,62930,AD
My Stepmom's Daughter Is My Ex,tv,Animation, Comedy, Romance,2022,tt19848112,6.4,1395,JP
Baki Hanma,tv,Action, Animation, Drama,2021,tt13357140,7,4926,AE
"Ada Twist, Scientist",tv,Adventure, Animation, Comedy,2021,tt13241650,6.3,354,AD
Echoes,tv,Drama, Mystery, Thriller,2022,tt14954498,5.9,16294,AD
Open Your Eyes,tv,Drama, Mystery, Sci-Fi,2021,tt13495314,6.6,1982,AD
Bread Barbershop,tv,Animation, Comedy, Family,2020,tt12912830,6.5,256,AG
Post Mortem: No One Dies in Skarnes,tv,Comedy, Drama, Thriller,2021,tt13053222,7.1,4316,AD
Kung Fu Panda: The Dragon Knight,tv,Action, Adventure, Animation,2022,tt18783984,6.1,2930,AE
Immortal Samsara,tv,Drama, Fantasy, Romance,2022,tt21337664,7.1,1062,TW
Sparking Joy with Marie Kondo,tv,Comedy, Drama, History,2021,tt14550060,6.4,515,AD
Mirror: A Tale of Twin Cities,tv,Drama, Fantasy, Romance,2021,tt15829758,8.3,94,HK
Police in a Pod,tv,Animation, Comedy, Crime,2022,tt15715750,6.8,215,JP
Light the Night,tv,Crime, Drama, Mystery,2021,tt15808044,7.4,1595,AD
Love Between Fairy and Devil,tv,Comedy, Drama, Fantasy,2022,tt14922556,8.4,3515,AG
My Master Has No Tail,tv,Animation, Comedy, Fantasy,2022,tt21345930,6,79,HK
Ganglands,tv,Action, Crime, Drama,2021,tt13278100,7.2,4677,AD
Sharkdog,tv,Adventure, Animation, Comedy,2021,tt12211696,6,255,AD
Dali and the Cocky Prince,tv,Comedy, Drama, Romance,2021,tt14730768,8,1944,AE
Remember You,tv,Crime, Mystery, Romance,2021,tt15344082,6.6,136,AD
Celebrity,tv,Drama, Mystery, Thriller,2023,tt26315488,7.4,6144,AD
The Wrong Way to Use Healing Magic,tv,Action, Animation, Comedy,2024,tt15237152,7.3,1879,JP
Too Hot to Handle: Latino,tv,Game-Show, Reality-TV, Romance,2021,tt15251764,5.2,432,AD
Turning Point: 9/11 and the War on Terror,tv,Documentary, History, War,2021,tt15260794,7.9,11833,AD
The New Adventures of Oggy,tv,Adventure, Animation, Comedy,2021,tt11194006,6.4,85,AD
Legal Wives,tv,Action, Adventure, Crime,2021,tt15114416,7.1,57,PH
Dive Club,tv,Adventure, Drama, Family,2021,tt13275052,6.2,1304,AD
"Vendetta: Truth, Lies and the Mafia",tv,Crime, Documentary, Thriller,2021,tt14216574,6.7,355,AD
Maya and the Three,tv,Action, Adventure, Animation,2021,tt8787772,8,5179,AD
Bangkok Breaking,tv,Action, Crime, Drama,2021,tt14202282,5.8,425,AD
A Model Family,tv,Crime, Drama, Thriller,2022,tt21289712,6.6,1518,AD
"Boo, Bitch",tv,Comedy, Drama, Fantasy,2022,tt14097144,5.9,5629,AD
See You Again,tv,Fantasy, History, Romance,2022,tt19782144,7.2,13,HK
Crime Stories: India Detectives,tv,Crime, Documentary, Mystery,2021,tt14178956,7,1190,AD
Dead Boy Detectives,tv,Action, Adventure, Comedy,2024,tt15358446,7.5,18844,AD
Jun Jiu Ling,tv,Drama, History, Romance,2021,tt15387510,8.3,94,KR
Bad and Crazy,tv,Action, Comedy, Crime,2021,tt15146202,8,5020,AG
Scaredy Cats,tv,Comedy, Family, Fantasy,2021,tt15387774,6.1,533,AD
The Five Juanas,tv,Crime, Drama, Horror,2021,tt15377930,6.9,2381,AD
The Yakuza's Guide to Babysitting,tv,Animation, Comedy, Crime,2022,tt21230432,7.4,806,FJ
A Tale Dark & Grimm,tv,Action, Adventure, Animation,2021,tt2386826,7.3,1969,AD
The Billion Dollar Code,tv,Biography, Crime, Drama,2021,tt15392100,8,11801,AD
Bad Sport,tv,Crime, Documentary, Mystery,2021,tt15402912,7.3,2845,AD
House of Secrets: The Burari Deaths,tv,Crime, Documentary, History,2021,tt14167390,7.4,13312,AD
Once Upon a Small Town,tv,Comedy, Drama, Romance,2022,tt21875462,7.1,1956,AD
Devil in Ohio,tv,Drama, Horror, Mystery,2022,tt15432016,5.9,20287,AD
True Story,tv,Crime, Drama, Thriller,2021,tt13655456,7.4,20919,AD
Adventure Beast,tv,Adventure, Animation, Comedy,2021,tt15478708,5.3,748,AD
"Sex, Love & Goop",tv,Comedy, Romance, Talk-Show,2021,tt15470160,5.1,954,AD
Kotaro Lives Alone,tv,Animation, Comedy, Drama,2022,tt15490038,8.4,4589,AD
Reincarnated as a Sword,tv,Action, Adventure, Animation,2022,tt15483602,7.3,1447,HK
Little Women,tv,Action, Drama, Mystery,2022,tt21828868,7.8,7883,AD
The Raincoat Killer: Chasing a Predator in Korea,tv,Crime, Documentary, History,2021,tt15484900,6.4,3106,AD
Rebelde,tv,Comedy, Drama, Music,2022,tt14153686,6.4,7356,AD
Maldivas,tv,Comedy, Crime, Drama,2022,tt13561292,5.8,1324,AD
The Fabulous,tv,Comedy, Drama, Romance,2022,tt22373732,6.4,1487,AD
"I'm the Villainess, So I'm Taming the Final Boss",tv,Animation, Comedy, Fantasy,2022,tt15533960,6.8,1002,HK
Happiness,tv,Action, Fantasy, Horror,2021,tt14979052,7.8,11355,AE
L.O.L. Surprise! House of Surprises,tv,Adventure, Animation, Comedy,2021,tt15332984,7.1,59,AD
2 Good 2 Be True,tv,Comedy, Drama, Romance,2022,tt20217314,7.3,170,PH
Again My Life,tv,Action, Crime, Drama,2022,tt15580450,7.7,1657,JP
Insider,tv,Action, Drama, Thriller,2022,tt14731504,7.4,394,KR
"Mom, Don't Do That!",tv,Comedy, Drama, Romance,2022,tt21081098,6.1,337,AD
Dearest,tv,Crime, Drama, Romance,2021,tt15835776,7.1,497,AD
Christmas Flow,tv,Comedy, Music, Romance,2021,tt15340790,6,956,AD
Lady Voyeur,tv,Drama, Mystery, Thriller,2023,tt15525658,5.1,2338,AD
Elves,tv,Drama, Fantasy, Horror,2021,tt13231962,5.6,5142,AD
Tear Along the Dotted Line,tv,Animation, Comedy, Drama,2021,tt15614372,8.6,15183,AD
That '90s Show,tv,Comedy, Drama, Romance,2023,tt15591076,6.3,28878,AD
Unknowns,tv,Crime, Drama, Thriller,2021,tt15629318,7.4,167,IL
The Glory,tv,Drama, Mystery, Thriller,2022,tt21344706,8.1,32530,AD
Stay Close,tv,Comedy, Crime, Drama,2021,tt2201227,6.9,39058,AD
Song of the Bandits,tv,Action, Drama, History,2023,tt21627436,7.2,2534,AD
Tomorrow,tv,Action, Comedy, Drama,2022,tt18926162,8,13984,AD
Freeridge,tv,Comedy, Drama, Mystery,2023,tt15506958,5.7,1142,AD
The Wind Blows from Longxi,tv,Crime, Drama, History,2022,tt14521046,8,126,KR
Why Her,tv,Drama, Mystery, Romance,2022,tt20852668,7.6,1281,JP
Glitch,tv,Comedy, Mystery, Sci-Fi,2022,tt14735382,6.1,1294,AD
Shooting Stars,tv,Comedy, Drama, Romance,2022,tt19800324,7.6,3663,AE
Dogs in Space,tv,Action, Adventure, Animation,2021,tt14906826,7.1,945,AD
I'm Quitting Heroing,tv,Action, Adventure, Animation,2022,tt15723722,6.6,1330,FJ
The Demon Sword Master of Excalibur Academy,tv,Action, Animation, Fantasy,2023,tt15739134,6,677,HK
Catch! Teenieping,tv,Animation, Comedy, Family,2020,tt15823370,6.4,82,AG
The Blue Whisper,tv,Drama, Fantasy, Romance,2022,tt20602820,7.4,564,HK
Catching Killers,tv,Crime, Documentary, Mystery,2021,tt15723914,7.2,5711,AD
The Motive,tv,Crime, Documentary, Mystery,2020,tt15529566,5.2,1835,AD
Black Knight,tv,Action, Adventure, Sci-Fi,2023,tt17013106,6.4,8195,AD
Bulgasal,tv,Drama, Fantasy, Thriller,2021,tt14691616,7.4,3327,AD
Love Like the Galaxy,tv,Drama, Mystery, Romance,2022,tt21301278,8.3,1789,TW
Griselda,tv,Biography, Crime, Drama,2024,tt15837600,7.2,44564,AD
Where Is Marta?,tv,Crime, Documentary, Mystery,2021,tt15796898,6.8,1746,AD
Dig Deeper: The Disappearance of Birgit Meier,tv,Biography, Crime, Documentary,2021,tt15771888,7.2,2601,AD
Kakegurui Twin,tv,Animation, Drama, Mystery,2022,tt15912380,6.6,1081,AE
The Orbital Children,tv,Adventure, Animation, Drama,2022,tt13351614,6.4,891,AD
Rilakkuma's Theme Park Adventure,tv,Adventure, Animation, Comedy,2022,tt14272704,6.7,297,AD
Call of the Night,tv,Animation, Comedy, Fantasy,2022,tt15975122,7.4,3573,AR
Ya Boy Kongming!,tv,Animation, Comedy, Drama,2022,tt15978212,7.5,1180,AR
Thomas & Friends: All Engines Go,tv,Adventure, Animation, Comedy,2021,tt14556544,2.4,3471,AD
Cafe Minamdang,tv,Comedy, Crime, Drama,2022,tt21049186,7.3,2129,AD
Sabotage City,tv,Drama, Mystery, Thriller,2021,tt14482486,6.2,108,AE
Switch On,tv,Fantasy, Romance, Thriller,2021,tt15964544,8.6,49,TH
Skip and Loafer,tv,Animation, Comedy, Drama,2023,tt16156718,7.9,1930,HK
Anxious People,tv,Comedy, Crime, Drama,2021,tt11168604,6.8,5093,AD
"More Than a Married Couple, But Not Lovers.",tv,Animation, Comedy, Drama,2022,tt16231800,7.5,3131,HK
"Poong, the Joseon Psychiatrist",tv,Comedy, Drama, Romance,2022,tt21423436,7.1,441,AE
The Endless Night,tv,Crime, Drama, Mystery,2023,tt16427924,7.6,1529,AD
Goodbye Earth,tv,Drama, Sci-Fi, Thriller,2024,tt17492848,4.3,1416,AD
Kitz,tv,Drama, Mystery, Thriller,2021,tt12104930,5.8,2991,AD
Those Who Read the Hearts of Evil,tv,Crime, Drama, Mystery,2022,tt15007172,8,2205,AU
In from the Cold,tv,Action, Crime, Drama,2022,tt11859542,6.3,9952,AD
Berlin,tv,Action, Crime, Drama,2023,tt16288804,7,32452,AD
He's Expecting,tv,Comedy, Drama, Fantasy,2022,tt14719276,3.2,3413,AD
Tiger King: The Doc Antle Story,tv,Biography, Crime, Documentary,2021,tt16307970,6.2,2040,AD
Ghost Doctor,tv,Comedy, Fantasy, Romance,2022,tt16493854,7.9,2682,AE
Dream Garden,tv,Drama, Romance, Thriller,2021,tt14496552,7.1,204,HK
Supernatural Academy,tv,Adventure, Animation, Drama,2022,tt11237876,6.9,1045,AG
Sleep with Me,tv,Comedy, Drama, Romance,2022,tt21104446,7.7,451,PH
The Envoys,tv,Horror, Mystery, Thriller,2021,tt14362156,7.2,1375,AR
Raven of the Inner Palace,tv,Animation, Fantasy, History,2022,tt21197084,7.3,545,HK
Reborn Rich,tv,Drama, Fantasy, Romance,2022,tt18352538,8.1,4673,KR
Neymar: The Perfect Chaos,tv,Biography, Documentary, Sport,2022,tt16428640,6.6,4618,AD
Crime Scene: The Times Square Killer,tv,Crime, Documentary, History,2021,tt16027926,6.5,5759,AD
Mechamato,tv,Action, Adventure, Animation,2021,tt24215446,7,117,AU
Yeh Kaali Kaali Ankhein,tv,Comedy, Crime, Mystery,2022,tt14160712,7,9135,AD
